event_index,longitude,latitude,magnitude,time,x_km,y_km,z_km
61,130.80292951905483,30.27855585325011,1.3811608003862403,2019-01-01T00:00:00.0,29.146692304324077,-24.51013549667386,18.272514728617544
62,130.64090874645694,30.185017433856668,1.3512329476962057,2019-01-01T00:00:00.0,13.57057371729279,-34.91006937099841,12.185558843877043
63,130.60424152577303,30.287999736198213,0.023849644610652865,2019-01-01T00:00:00.0,10.028743004022202,-23.49757149671399,17.915610923072684
64,130.9562442677396,30.484769925252916,1.0420697150181704,2019-01-01T00:00:00.0,43.80583681526717,-1.5999166458326208,9.958998783086116
65,130.09928260148635,30.517672778662412,1.7071978957497194,2019-01-01T00:00:00.0,-38.46152110159169,2.0275034776051855,18.889760974843245
66,130.68903531678512,30.25340290810639,1.2853656478725803,2019-01-01T00:00:00.0,18.192884996666283,-27.322327171149315,16.107021745175643
67,130.04604356508506,30.915361304375487,1.0307482271021422,2019-01-01T00:00:00.0,-43.393637005679714,46.13679148341415,9.433804849491217
68,130.65037615496036,30.58147311494759,0.29729781189600457,2019-01-01T00:00:00.0,14.42391267641316,9.04186023168339,12.011077369604246
69,130.4976605380113,30.096148384362582,1.2558499958470535,2019-01-01T00:00:00.0,-0.2255108584840407,-44.77015591683723,1.0267554453034666
70,130.57333162457059,30.81273437120349,1.3883210695067303,2019-01-01T00:00:00.0,7.017183534450446,34.67322696937633,1.8467093670243848
71,130.45900221767107,30.240590300167106,1.4860494181452324,2019-01-01T00:00:00.0,-3.9461670130573903,-28.757159111633793,18.156703547521793
72,130.35726395067545,30.880616806478173,0.7117902211979892,2019-01-01T00:00:00.0,-13.64900554290943,42.20559411577281,13.119439853110572
73,130.52090795162408,30.56780643264652,0.4705431186524447,2019-01-01T00:00:00.0,2.0057480090662074,7.517308888527381,14.197989415665994
74,130.75174010951238,30.804031690907024,1.1072781531068188,2019-01-01T00:00:00.0,24.091456349128816,33.73308005251098,8.635597775429915
75,130.05023253085167,30.75693754570698,0.623799507874925,2019-01-01T00:00:00.0,-43.063540425657344,28.571053405646225,7.660295701707831
76,130.5544638730759,30.39391808017469,0.4243057787720792,2019-01-01T00:00:00.0,5.234142788565382,-11.758985341887659,3.748707726510492
77,130.60729684327174,30.655429685502128,1.7892260894302692,2019-01-01T00:00:00.0,10.28398605447427,17.236191483044617,10.388348209629303
78,130.5522191013212,30.09627125210246,0.6781026120944429,2019-01-01T00:00:00.0,5.033618827353786,-44.75538045016717,7.833323000294163
79,130.7278980069641,30.85378825709851,1.7442530913205128,2019-01-01T00:00:00.0,21.798581939696376,39.244599014721345,10.992359991687351
80,130.36125352034605,30.692243598930695,1.0323271792453452,2019-01-01T00:00:00.0,-13.293283169750028,21.320827785354375,16.080089302952175
81,130.20039475076476,30.55766615563201,1.375284337451952,2019-01-01T00:00:00.0,-28.744823645811383,6.43112803002335,10.137437178686817
82,130.04423154942518,30.713804381089407,1.9573962114672652,2019-01-01T00:00:00.0,-43.6574869589028,23.791374287624546,7.889492452360556
83,130.99985875213665,30.168437109427476,1.0163692538007556,2019-01-01T00:00:00.0,48.14832978117213,-36.65045871626185,18.044635234655424
84,130.39319889562395,30.945826314067507,1.616283732263294,2019-01-01T00:00:00.0,-10.205876737909913,49.43151599046381,13.339148058158134
85,130.69565499550336,30.394247831595656,0.0673691443521307,2019-01-01T00:00:00.0,18.802976998998446,-11.707421274345547,18.57145345298161
86,130.41959701796318,30.505283832338506,0.6493389317475491,2019-01-01T00:00:00.0,-7.7181831021362495,0.5885194727448977,6.841805120668605
87,130.09077586719346,30.736200679781845,1.532542079077405,2019-01-01T00:00:00.0,-39.19002536172088,26.257215883518057,11.57716971303844
88,130.92266897448067,30.8422199514437,0.709564591762589,2019-01-01T00:00:00.0,40.43339834314999,38.01600437157253,13.285732787193167
89,130.6840815736348,30.742970411554847,0.8868467949639778,2019-01-01T00:00:00.0,17.62763444615396,26.950888613626446,15.702033770003496
90,130.75897187786927,30.465682571679896,1.1107259569810501,2019-01-01T00:00:00.0,24.869757591177837,-3.7759399663996986,14.575992192079074
91,130.84754040491256,30.969914849536483,0.5169363545003334,2019-01-01T00:00:00.0,33.20258385866138,52.14882891532082,14.625671749880002
92,130.4130174167104,30.516043169723858,1.7981018842695402,2019-01-01T00:00:00.0,-8.348864495906994,1.7817798328267838,7.062753692686705
93,130.34893044875795,30.273243213269083,1.7584871007198364,2019-01-01T00:00:00.0,-14.53610027114017,-25.12836627571466,4.4806290321074504
94,130.19596493557222,30.755856504761404,1.1379198986925034,2019-01-01T00:00:00.0,-29.11051754341527,28.404439399307176,11.84772141121491
95,130.83419710473416,30.40472807290056,0.1469229386615869,2019-01-01T00:00:00.0,32.11382994000754,-10.514390135560093,10.648834427414869
96,130.2715251141225,30.744792541979287,1.3928919754783728,2019-01-01T00:00:00.0,-21.878325882525402,27.160696159987403,15.879517163737791
97,130.61294100139443,30.11123247745668,0.46421900227907886,2019-01-01T00:00:00.0,10.885209306541807,-43.092589660245366,19.614765136161353
98,130.470984368414,30.670523114096298,0.9801985776790683,2019-01-01T00:00:00.0,-2.7806043934567803,18.904967788500795,2.654589566695118
99,130.11246431921603,30.692766185831456,0.7553849497215654,2019-01-01T00:00:00.0,-37.12957446172816,21.43448466014341,11.835540478680526
100,130.79462448249708,30.241522160191312,1.3985668166214251,2019-01-01T00:00:00.0,28.358289940841118,-28.617705857795944,17.11378890281903
101,130.51868916652447,30.255702334986008,1.2017904105970312,2019-01-01T00:00:00.0,1.7986154247607067,-27.08244718917347,15.03706288074407
102,130.87376056164564,30.89934754540083,0.897690858061571,2019-01-01T00:00:00.0,35.73362423042307,44.333076751123734,8.73721784050295
103,130.36473350185443,30.874554904449585,0.8819397551230979,2019-01-01T00:00:00.0,-12.935546118331919,41.532635113375534,2.1380871453055565
104,130.3903417521103,30.556095991061472,0.5848618323374324,2019-01-01T00:00:00.0,-10.52103152189185,6.223994185806983,17.371609468241342
105,130.15248337847302,30.28363699260588,1.5071311787497854,2019-01-01T00:00:00.0,-33.43496616041753,-23.934532816816834,19.001612743061234
106,130.13097532813345,30.11597959527404,1.3594108488645005,2019-01-01T00:00:00.0,-35.56476908881962,-42.513960389598324,15.580075767058261
107,130.78384516835877,30.161417932745056,1.2339462385292528,2019-01-01T00:00:00.0,27.342984028282437,-37.50044906049323,10.980311430774275
108,130.43604349464525,30.780928981906527,0.20018586330445443,2019-01-01T00:00:00.0,-6.122074553571291,31.1465195008468,2.5992332663082873
109,130.0294602156655,30.134097733784046,0.5791862446533411,2019-01-01T00:00:00.0,-45.33999073833265,-40.4692790910106,5.330861927104296
110,130.63302751497483,30.187723757282026,1.696693880723173,2019-01-01T00:00:00.0,12.811199701458701,-34.610972580065486,12.847639344154073
111,130.08942465616718,30.98769450454486,1.6934203954996265,2019-01-01T00:00:00.0,-39.2174733848629,54.14044488911368,17.06474489440884
112,130.12124677387632,30.96638864819844,1.2843899877520655,2019-01-01T00:00:00.0,-36.185854058446886,51.76753463192684,4.054886433802151
113,130.9898504615589,30.925042250048865,0.6186021928873968,2019-01-01T00:00:00.0,46.82006486736945,47.224549406855175,18.422901298610284
114,130.24380263837594,30.633956145353576,1.1331472488518386,2019-01-01T00:00:00.0,-24.560944924826575,14.87858528239931,18.11452876122143
115,130.41707377829277,30.354052047663153,1.599679234641729,2019-01-01T00:00:00.0,-7.9727011008817525,-16.17682867595663,12.498282642782154
116,130.31728593576833,30.66325219870333,0.07079936679940668,2019-01-01T00:00:00.0,-17.511029279955274,18.11273210743567,3.5665252020793936
117,130.3070332938493,30.94392566264506,1.8938262076160712,2019-01-01T00:00:00.0,-18.4401972017584,49.23179477282149,6.90168473159404
118,130.79950507904405,30.388737887370223,1.684639971038178,2019-01-01T00:00:00.0,28.784879113303028,-12.2963963609775,9.107996772840249
119,130.42633192162688,30.675495957284525,1.536165083012374,2019-01-01T00:00:00.0,-7.059343911239265,19.45822872996002,2.231059253461285
120,130.33203046999512,30.762546766740385,0.37216991001912425,2019-01-01T00:00:00.0,-16.081504737372022,29.118822749150723,12.285054039332053
121,130.86788996133302,30.93321188851701,0.9543940335720125,2019-01-01T00:00:00.0,35.1600497824617,48.08575294990374,11.424761434810831
122,130.74649250695944,30.33779266045303,0.2650724456297997,2019-01-01T00:00:00.0,23.702241590897362,-17.956427199559247,5.235134403407327
123,130.44242246534714,30.10732408546514,1.3382884702581763,2019-01-01T00:00:00.0,-5.5495195336584615,-43.529863413434406,12.452520685267421
124,130.99796070872324,30.32410499854601,1.9730677436137456,2019-01-01T00:00:00.0,47.889666355495734,-19.394285299541107,17.24304804540431
125,130.02755574035103,30.697469229978907,1.799471416911055,2019-01-01T00:00:00.0,-45.26244799138499,21.9869623320621,10.804053535219726
126,130.8959542794991,30.603188709696493,1.26897734614446,2019-01-01T00:00:00.0,37.97106584921809,11.506381038028552,3.685928621199725
127,130.23428690433224,30.105559672113074,1.8897102335620906,2019-01-01T00:00:00.0,-25.610804300955515,-43.6969008314415,4.275730037637652
128,130.08436606963227,30.346149087004616,0.3673104535320886,2019-01-01T00:00:00.0,-39.9631768328218,-16.98246105681086,18.10844711292836
129,130.99186004965247,30.541913724713055,1.1254176445704418,2019-01-01T00:00:00.0,47.19785223667589,4.749493951923407,12.351433449655714
130,130.74799877079226,30.631155153918126,1.1052236907786521,2019-01-01T00:00:00.0,23.77565124707792,14.566299060237878,18.144044548909903
131,130.81238920247606,30.340557171774297,0.34792578023467824,2019-01-01T00:00:00.0,30.037900616431855,-17.634309960835445,4.530276801409041
132,130.49077671527394,30.783149609843896,0.7099458680516866,2019-01-01T00:00:00.0,-0.8828553607821891,31.391007310204074,3.058152289560308
133,130.3367349111746,30.81265574485768,1.9597552104353553,2019-01-01T00:00:00.0,-15.623029859186913,34.67356984212547,6.643475896573905
134,130.67527293447912,30.340189880066934,1.639602412393165,2019-01-01T00:00:00.0,16.85349093568577,-17.703437426468657,3.4720929116248715
135,130.44464782231466,30.640802041030067,1.9204863854187226,2019-01-01T00:00:00.0,-5.306088060778388,15.610922900596112,12.147457523112038
136,130.24944663600985,30.474568929217767,1.549162289259064,2019-01-01T00:00:00.0,-24.059119198850052,-2.7926171756379303,1.3787330914955298
137,130.71042812788343,30.300825657619335,0.820763680206291,2019-01-01T00:00:00.0,20.24197732080398,-22.06152403789798,0.6830086551436221
138,130.6209672406123,30.786923638098283,0.2454252500538372,2019-01-01T00:00:00.0,11.578568387506923,31.815614147633603,16.55966657179854
139,130.9156362626346,30.80373309735073,1.2116365924466659,2019-01-01T00:00:00.0,39.77641840785356,33.74654743735489,12.782938644790057
140,130.7810615074714,30.900203797617753,1.8177199103490036,2019-01-01T00:00:00.0,26.870823274603953,44.402152679839766,11.185193562726273
141,130.00755223526366,30.062218193761524,0.822220553731035,2019-01-01T00:00:00.0,-47.48554559985989,-48.428598708844945,15.547281357605184
142,130.30033243041782,30.730225148111558,0.9615931304834413,2019-01-01T00:00:00.0,-19.12265658223122,25.540424588035368,1.5655750742414867
143,130.1811440764499,30.362785143239694,1.1376204392849594,2019-01-01T00:00:00.0,-30.65276658553785,-15.168409843335146,9.52023210095053
144,130.84687722144085,30.892515860834205,0.49892313134283683,2019-01-01T00:00:00.0,33.16576220868676,43.56740109983973,12.461309066723029
145,130.9614506496859,30.736717625909677,0.9898276352003634,2019-01-01T00:00:00.0,44.19136047158864,26.333882818834088,12.482614137951703
146,130.60732072909622,30.78100596321214,1.1795597872686292,2019-01-01T00:00:00.0,10.272997371489136,31.158216165886007,14.450174195582367
147,130.08780845298025,30.110646824359854,0.4281941632924804,2019-01-01T00:00:00.0,-39.72713292090791,-43.090816861983456,14.908669456901373
148,130.79751719469363,30.808380430245858,0.08149325062903112,2019-01-01T00:00:00.0,28.471037939413783,34.225917589634555,9.281125885827574
149,130.66349577211668,30.980474825403263,1.5436510060600717,2019-01-01T00:00:00.0,15.617999235743534,53.279548942096845,13.62106472044395
150,130.13638660464284,30.739035204414453,1.8972922779025985,2019-01-01T00:00:00.0,-34.82101492424314,26.556463434152736,12.797006316594858
151,130.1881229235997,30.776596311872208,0.9152017786717186,2019-01-01T00:00:00.0,-29.854991928099174,30.70583979444898,18.218828986450703
152,130.95191498787548,30.20550695638063,1.5812902149029981,2019-01-01T00:00:00.0,43.5138141760277,-32.56038522682832,18.91143338817492
153,130.76409707156418,30.987276658622246,1.384952687667264,2019-01-01T00:00:00.0,25.226207908289087,54.052006436293325,16.82365089372103
154,130.6792085859129,30.83738372760451,0.6739057494983502,2019-01-01T00:00:00.0,17.144309473689425,37.41742216567488,7.073336203428049
155,130.80883953611425,30.11892613674457,1.8201969225937653,2019-01-01T00:00:00.0,29.763528023443506,-42.20463465088714,2.8853846036050124
156,130.31901328484034,30.200355081214393,0.3143507614982286,2019-01-01T00:00:00.0,-17.427671847448472,-33.20431331642122,12.813317211139356
157,130.9941362526278,30.952942706884823,1.7241048639290246,2019-01-01T00:00:00.0,47.21607501299702,50.3196833021277,15.184288662509529
158,130.47823452886416,30.569362635839024,0.6916742969568641,2019-01-01T00:00:00.0,-2.087978536567404,7.689848438077657,12.908392218768011
159,130.74951465904815,30.106658944249123,1.4965149684074996,2019-01-01T00:00:00.0,24.049246092748476,-43.57858234577306,13.260281023689318
160,130.81077527258276,30.626852588353298,0.272543007725464,2019-01-01T00:00:00.0,29.7953584695754,14.104225592053561,5.567648722274052
161,130.21807804996016,30.497846219807347,0.32044707238263626,2019-01-01T00:00:00.0,-27.064813677570914,-0.20497618290613187,0.7783867178244925
162,130.24466530021607,30.504818054394715,0.9888052592010557,2019-01-01T00:00:00.0,-24.510658493669844,0.5618553489287149,5.042326050550101
163,130.79196508310037,30.846375817925672,1.0345216208551793,2019-01-01T00:00:00.0,27.928778159982507,38.43698014680853,11.627678278376141
164,130.92783638849187,30.30534151745197,0.47984147558406276,2019-01-01T00:00:00.0,41.15354569199346,-21.501956687916977,10.226250311688487
165,130.8725499417377,30.165145416061893,0.831428414850244,2019-01-01T00:00:00.0,35.88662656440459,-37.062515645647686,1.725778221730101
166,130.22505402506425,30.25801175206562,0.020346467692328396,2019-01-01T00:00:00.0,-26.459750510696434,-26.79447352395158,11.582533260510601
167,130.0726503162232,30.318298816925346,1.3999826753392945,2019-01-01T00:00:00.0,-41.10130695219988,-20.065708346131967,3.5377671422175823
168,130.1799111649264,30.95455132197508,1.8249903693177918,2019-01-01T00:00:00.0,-30.584833265828507,50.43765320267207,3.813497475214856
169,130.83138140214808,30.975730150645376,1.664858001076609,2019-01-01T00:00:00.0,31.656911222124275,52.7889031498335,17.38009202526824
170,130.97337932296836,30.603037761731436,1.950232257140446,2019-01-01T00:00:00.0,45.39602985045659,11.518279020782336,5.749767598872677
171,130.1206543972546,30.784685515686363,1.1236635997480244,2019-01-01T00:00:00.0,-36.3105209844098,31.622516612359522,5.951399208978458
172,130.20022286030792,30.056079554330996,1.3051236621777427,2019-01-01T00:00:00.0,-28.908552020331122,-49.1738670221698,17.603552825667368
173,130.0575993040533,30.855975843874944,1.5424740160673396,2019-01-01T00:00:00.0,-42.314972570891904,39.54836529750418,0.8581482998776018
174,130.8252042591835,30.870347504235383,0.10427149408962255,2019-01-01T00:00:00.0,31.10067605519197,41.10341661987811,13.321430620478099
175,130.4503673582147,30.651448853384046,0.5745182912091507,2019-01-01T00:00:00.0,-4.757290338347771,16.791011231632975,4.302774664336315
176,130.56274523381063,30.76855763433722,1.9487787553910447,2019-01-01T00:00:00.0,6.006894080051305,29.774889341295616,6.276361996946118
177,130.87146678550488,30.722256479231824,0.0560340734276954,2019-01-01T00:00:00.0,35.57922884150971,24.69873797069512,16.651174397822935
178,130.56828726209673,30.21681828767164,1.565084300882396,2019-01-01T00:00:00.0,6.574454090121695,-31.391184999196785,12.041477495066413
179,130.51514840381864,30.335272395043656,0.44139012652550136,2019-01-01T00:00:00.0,1.4566780179090046,-18.2615367751061,4.683821271255755
180,130.83578599141833,30.410343986803507,1.9594720836898656,2019-01-01T00:00:00.0,32.2646609021343,-9.891359552093242,0.8272680766258826
181,130.6631041986572,30.539507784196402,0.8664297083193375,2019-01-01T00:00:00.0,15.651500582340432,4.391195799444809,14.953893374879431
182,130.6991179946644,30.993000830396067,0.9215502543722058,2019-01-01T00:00:00.0,19.018360478640908,54.673827447581765,15.765037268621263
183,130.9317047914579,30.216904772223497,1.9951374575838676,2019-01-01T00:00:00.0,41.563006913456825,-31.304439379802506,16.443218248362363
184,130.6630568729206,30.18986286330788,0.2795342535935421,2019-01-01T00:00:00.0,15.702833511503071,-34.37006381408742,11.020507371962294
185,130.50851876569612,30.531488291545802,1.3397654750898746,2019-01-01T00:00:00.0,0.8175288860266612,3.490860095830263,14.515766445528818
186,130.68048042367994,30.274363869763544,1.8364140157823599,2019-01-01T00:00:00.0,17.365854091878106,-24.999991280399033,12.439509585240522
187,130.4019504016042,30.404496369364317,0.19347502791551352,2019-01-01T00:00:00.0,-9.421846052677951,-10.583458557703398,8.757550248227918
188,130.54025441370214,30.70238570647365,1.4934001476289722,2019-01-01T00:00:00.0,3.8563679268426196,22.4377258404265,12.516786989593417
189,130.294659158522,30.446966751028185,0.8893530440111719,2019-01-01T00:00:00.0,-19.723195369946843,-5.861367104237442,9.389381453854124
190,130.75024362739808,30.748308693136217,0.7921412350393715,2019-01-01T00:00:00.0,23.96199382720677,27.554952761894672,0.5107271974706347
191,130.3314218462769,30.008690537683602,1.0783943255752058,2019-01-01T00:00:00.0,-16.264361894527763,-54.453243692003355,5.441202418986293
192,130.86571276238266,30.503183135106678,1.534301176619069,2019-01-01T00:00:00.0,35.10691718601987,0.40975374724388924,15.547825313063054
193,130.23596299274232,30.828964118147194,0.2380090836563027,2019-01-01T00:00:00.0,-25.261771358913506,36.49997114314229,15.755537677961378
194,130.08002766385812,30.123092033836638,1.8448260827358274,2019-01-01T00:00:00.0,-40.47194567715744,-41.7084425875114,8.686191720363345
195,130.2570762814068,30.43167049088319,1.500001601045652,2019-01-01T00:00:00.0,-23.336716770382402,-7.549949428188295,12.606070615489779
196,130.8367692715411,30.39341715061598,0.15824960493334617,2019-01-01T00:00:00.0,32.36473126637833,-11.767579881937477,18.491034874639766
197,130.23084251250836,30.501617818526086,0.13408204711910088,2019-01-01T00:00:00.0,-25.83841341905602,0.21015633772272727,16.838046910239058
198,130.08160019174647,30.892324508066377,1.14387086966132,2019-01-01T00:00:00.0,-40.00429951277855,43.56949982850947,8.09256217249458
199,130.04227359298002,30.143499687761324,1.4082094379085266,2019-01-01T00:00:00.0,-44.101120376398576,-39.43206195335577,11.492467911484683
200,130.56249138822747,30.579491600130844,0.7384078966237537,2019-01-01T00:00:00.0,5.9942251958342965,8.81422751878425,14.550725366763665
