station_id,longitude,latitude,elevation_m,x_km,y_km,z_km
NC.31,130.88957560339256,30.70487607683444,648.8382570850039,37.320371846989076,22.777721444014713,-0.6488382570850039
NC.32,130.1497171988646,30.084937671796173,180.6059669271316,-33.769132111104234,-45.960857214944234,-0.1806059669271316
NC.33,130.86806364881866,30.719168824783655,106.59325339342584,35.25439434941097,24.355352924624246,-0.10659325339342585
NC.34,130.57091414352846,30.799977001440553,57.103658761844315,6.786744612072941,33.258707939840946,-0.05710365876184432
NC.35,130.19580114793527,30.597287357750545,618.0579134993669,-29.17369510894905,10.824811686826875,-0.6180579134993669
NC.36,130.277084666456,30.94295369423336,943.1204175277635,-21.302350079755783,49.129338738414496,-0.9431204175277635
NC.37,130.54422512919976,30.653069505868398,274.0864170411809,4.238909521612783,16.970466823739777,-0.27408641704118086
NC.38,130.78846293047062,30.27681116359229,673.107308674884,27.755264961528532,-24.70718177439462,-0.673107308674884
NC.39,130.00565284944653,30.725694074761456,456.98042881511805,-47.3471109820484,25.12513183664029,-0.456980428815118
NC.40,130.06656432886425,30.007845096196725,46.58705273414532,-41.81812166284205,-54.47932549700597,-0.04658705273414532
NC.41,130.61465067428534,30.97489870920208,606.2770267185059,10.952683153562644,52.65553014349743,-0.6062770267185059
NC.42,130.7442335599332,30.72302253032409,87.551141093,23.39258764876668,24.750324324801124,-0.087551141093
NC.43,130.9326181870421,30.623328085344248,35.83479135942114,41.478483262878974,13.752021823822467,-0.035834791359421136
NC.44,130.55366283027226,30.021007672032393,588.1615854105438,5.176726075964437,-53.09866558235833,-0.5881615854105438
NC.45,130.81571359973074,30.671217833968125,177.69506843628747,30.255031814012565,19.02404294173675,-0.17769506843628746
NC.46,130.9197634927871,30.20421206957681,383.63239887970724,40.41854814757423,-32.71583255860959,-0.38363239887970724
NC.47,130.10240519777852,30.487578088150496,217.3649891007383,-38.173559618363406,-1.309891999437845,-0.21736498910073832
NC.48,130.6077341273654,30.165802092353317,422.87203858808886,10.377630573124799,-37.043713367782935,-0.42287203858808886
NC.49,130.58554166769892,30.006535982352496,133.53502119688542,8.253209068983834,-54.70103743473716,-0.13353502119688543
NC.50,130.81483318034594,30.996110763645685,986.0669839327804,30.069708326748202,55.04397348202097,-0.9860669839327805
