station_id,phase_time,phase_score,phase_type,event_index
NC.01,2019-01-01T00:00:03.638,0.5392944298642827,P,2
NC.01,2019-01-01T00:00:06.233,0.5665736135686572,S,2
NC.02,2019-01-01T00:00:05.037,0.9411500657614704,P,2
NC.02,2019-01-01T00:00:08.63,0.6671427969243606,S,2
NC.03,2019-01-01T00:00:09.916,0.9619670635570632,P,2
NC.03,2019-01-01T00:00:16.987,0.8362338559334682,S,2
NC.04,2019-01-01T00:00:03.298,0.668190411804424,P,2
NC.04,2019-01-01T00:00:05.65,0.9813695965043611,S,2
NC.05,2019-01-01T00:00:07.546,0.8185770265782892,P,2
NC.05,2019-01-01T00:00:12.923,0.872774223742856,S,2
NC.06,2019-01-01T00:00:07.036,0.5600749981716621,P,2
NC.06,2019-01-01T00:00:12.045,0.9266501089723839,S,2
NC.07,2019-01-01T00:00:06.743,0.8884175427920318,P,2
NC.07,2019-01-01T00:00:11.55,0.8061280339545922,S,2
NC.08,2019-01-01T00:00:12.296,0.8735459629816403,P,2
NC.08,2019-01-01T00:00:21.067,0.9236831465090896,S,2
NC.09,2019-01-01T00:00:07.101,0.9638476100336199,P,2
NC.09,2019-01-01T00:00:12.161,0.8152908137802818,S,2
NC.10,2019-01-01T00:00:03.67,0.5494708941679638,P,2
NC.10,2019-01-01T00:00:06.287,0.9854260702540858,S,2
NC.11,2019-01-01T00:00:08.875,0.6984783919306496,P,2
NC.11,2019-01-01T00:00:15.211,0.9471663407531512,S,2
NC.12,2019-01-01T00:00:07.562,0.948916686053431,P,2
NC.12,2019-01-01T00:00:12.954,0.8361402464462149,S,2
NC.13,2019-01-01T00:00:08.784,0.799643288837774,P,2
NC.13,2019-01-01T00:00:15.047,0.9671578662412916,S,2
NC.14,2019-01-01T00:00:10.089,0.8069744089574866,P,2
NC.14,2019-01-01T00:00:17.289,0.9264704073205938,S,2
NC.15,2019-01-01T00:00:06.23,0.8478652579007402,P,2
NC.15,2019-01-01T00:00:10.668,0.692194244509617,S,2
NC.16,2019-01-01T00:00:11.041,0.6472964350661661,P,2
NC.16,2019-01-01T00:00:18.92,0.7306757681564013,S,2
NC.17,2019-01-01T00:00:06.413,0.6426095423194749,P,2
NC.17,2019-01-01T00:00:10.98,0.6327383789887859,S,2
NC.18,2019-01-01T00:00:06.894,0.6298486970773978,P,2
NC.18,2019-01-01T00:00:11.806,0.830516561094389,S,2
NC.19,2019-01-01T00:00:08.51,0.84102798511029,P,2
NC.19,2019-01-01T00:00:14.577,0.9043238926845452,S,2
NC.20,2019-01-01T00:00:08.31,0.8917901083275379,P,2
NC.20,2019-01-01T00:00:14.241,0.8787838348588788,S,2
NC.21,2019-01-01T00:00:06.218,0.6488801922995184,P,2
NC.21,2019-01-01T00:00:10.654,0.6219669098201717,S,2
NC.22,2019-01-01T00:00:04.285,0.5898019578370526,P,2
NC.22,2019-01-01T00:00:07.343,0.6620228229983143,S,2
NC.23,2019-01-01T00:00:06.211,0.5114737204789099,P,2
NC.23,2019-01-01T00:00:10.642,0.9497823119096634,S,2
NC.24,2019-01-01T00:00:10.727,0.9397373614498287,P,2
NC.24,2019-01-01T00:00:18.383,0.6347429415752983,S,2
NC.25,2019-01-01T00:00:09.555,0.5548762189361662,P,2
NC.25,2019-01-01T00:00:16.374,0.6413775578858081,S,2
NC.26,2019-01-01T00:00:05.429,0.6857338367720842,P,2
NC.26,2019-01-01T00:00:09.306,0.5085418974959128,S,2
NC.27,2019-01-01T00:00:05.847,0.9703815547289012,P,2
NC.27,2019-01-01T00:00:10.016,0.6282934722273521,S,2
NC.28,2019-01-01T00:00:08.821,0.7510852530766701,P,2
NC.28,2019-01-01T00:00:15.109,0.6883883848915835,S,2
NC.29,2019-01-01T00:00:07.378,0.70168682231393,P,2
NC.29,2019-01-01T00:00:12.644,0.5132443835424507,S,2
NC.30,2019-01-01T00:00:03.931,0.7202519683250617,P,2
NC.30,2019-01-01T00:00:06.737,0.5167300994790435,S,2
NC.31,2019-01-01T00:00:08.512,0.6730933253907359,P,2
NC.31,2019-01-01T00:00:14.585,0.6093654050163699,S,2
NC.32,2019-01-01T00:00:09.203,0.7539350554333437,P,2
NC.32,2019-01-01T00:00:15.762,0.5227342745334735,S,2
NC.33,2019-01-01T00:00:08.335,0.5653533310850252,P,2
NC.33,2019-01-01T00:00:14.278,0.7456018407410543,S,2
NC.34,2019-01-01T00:00:07.847,0.7688562086606883,P,2
NC.34,2019-01-01T00:00:13.451,0.6878968467195781,S,2
NC.35,2019-01-01T00:00:07.07,0.9368985897589237,P,2
NC.35,2019-01-01T00:00:12.106,0.8359675206657229,S,2
NC.36,2019-01-01T00:00:11.209,0.5262537018351269,P,2
NC.36,2019-01-01T00:00:19.206,0.6647410796550575,S,2
NC.37,2019-01-01T00:00:05.413,0.684176876622814,P,2
NC.37,2019-01-01T00:00:09.284,0.639212943840534,S,2
NC.38,2019-01-01T00:00:05.56,0.6848431045568921,P,2
NC.38,2019-01-01T00:00:09.52,0.7030156030790029,S,2
NC.39,2019-01-01T00:00:10.586,0.530580468284881,P,2
NC.39,2019-01-01T00:00:18.126,0.6206816960436532,S,2
NC.40,2019-01-01T00:00:11.086,0.807868990905518,P,2
NC.40,2019-01-01T00:00:18.988,0.8640236690554249,S,2
NC.41,2019-01-01T00:00:10.765,0.9939103168540131,P,2
NC.41,2019-01-01T00:00:18.441,0.8592602082141969,S,2
NC.42,2019-01-01T00:00:07.304,0.8837068805295103,P,2
NC.42,2019-01-01T00:00:12.514,0.611080325339207,S,2
NC.43,2019-01-01T00:00:07.917,0.9181472854857066,P,2
NC.43,2019-01-01T00:00:13.556,0.8963898937068131,S,2
NC.44,2019-01-01T00:00:07.893,0.8520821217654229,P,2
NC.44,2019-01-01T00:00:13.527,0.9484445788659122,S,2
NC.45,2019-01-01T00:00:07.25,0.6665759618531937,P,2
NC.45,2019-01-01T00:00:12.421,0.992325642648376,S,2
NC.46,2019-01-01T00:00:07.867,0.9505605958162108,P,2
NC.46,2019-01-01T00:00:13.474,0.8296776550681856,S,2
NC.47,2019-01-01T00:00:07.656,0.8646888899872878,P,2
NC.47,2019-01-01T00:00:13.117,0.9133352043142228,S,2
NC.48,2019-01-01T00:00:05.439,0.5300027211646232,P,2
NC.48,2019-01-01T00:00:09.311,0.6777427967766224,S,2
NC.49,2019-01-01T00:00:08.012,0.9927142318290928,P,2
NC.49,2019-01-01T00:00:13.718,0.5787977517955297,S,2
NC.50,2019-01-01T00:00:12.134,0.5684111520698368,P,2
NC.50,2019-01-01T00:00:20.792,0.7717355808605014,S,2
NC.01,2019-01-01T00:00:08.953,0.7756865947993469,P,3
NC.01,2019-01-01T00:00:15.336,0.6242490591636909,S,3
NC.02,2019-01-01T00:00:14.919,0.8821162771832902,P,3
NC.02,2019-01-01T00:00:25.555,0.6624756909956574,S,3
NC.03,2019-01-01T00:00:16.923,0.5988794045562286,P,3
NC.03,2019-01-01T00:00:28.974,0.8378579557423163,S,3
NC.04,2019-01-01T00:00:12.663,0.5850285381600668,P,3
NC.04,2019-01-01T00:00:21.695,0.9256263165743444,S,3
NC.05,2019-01-01T00:00:17.713,0.8261770393116936,P,3
NC.05,2019-01-01T00:00:30.334,0.6154137181407847,S,3
NC.06,2019-01-01T00:00:15.913,0.9357234838596153,P,3
NC.06,2019-01-01T00:00:27.25,0.8006889025511623,S,3
NC.07,2019-01-01T00:00:09.629,0.6427338853689955,P,3
NC.07,2019-01-01T00:00:16.486,0.5431118069955208,S,3
NC.08,2019-01-01T00:00:02.892,0.6074409349160375,P,3
NC.08,2019-01-01T00:00:04.957,0.9611181803224536,S,3
NC.09,2019-01-01T00:00:15.042,0.767943349197677,P,3
NC.09,2019-01-01T00:00:25.762,0.9609097306594091,S,3
NC.10,2019-01-01T00:00:13.118,0.8541171498397802,P,3
NC.10,2019-01-01T00:00:22.465,0.6163541698286916,S,3
NC.11,2019-01-01T00:00:17.674,0.6824374859649944,P,3
NC.11,2019-01-01T00:00:30.266,0.8770772228622097,S,3
NC.12,2019-01-01T00:00:15.865,0.924273628867011,P,3
NC.12,2019-01-01T00:00:27.163,0.9550452744591238,S,3
NC.13,2019-01-01T00:00:15.998,0.7559031654328007,P,3
NC.13,2019-01-01T00:00:27.391,0.9082684615177817,S,3
NC.14,2019-01-01T00:00:06.716,0.7835042938965087,P,3
NC.14,2019-01-01T00:00:11.506,0.9485332668995823,S,3
NC.15,2019-01-01T00:00:11.022,0.6863700951101366,P,3
NC.15,2019-01-01T00:00:18.882,0.8431273880862594,S,3
NC.16,2019-01-01T00:00:02.785,0.7641359313154861,P,3
NC.16,2019-01-01T00:00:04.768,0.5552246255730675,S,3
NC.17,2019-01-01T00:00:16.096,0.6071666001244103,P,3
NC.17,2019-01-01T00:00:27.562,0.6492894789434033,S,3
NC.18,2019-01-01T00:00:13.71,0.7868853824331253,P,3
NC.18,2019-01-01T00:00:23.483,0.6831463569755108,S,3
NC.19,2019-01-01T00:00:06.224,0.7423557378546892,P,3
NC.19,2019-01-01T00:00:10.657,0.5228709249240204,S,3
NC.20,2019-01-01T00:00:05.609,0.9304120080153193,P,3
NC.20,2019-01-01T00:00:09.603,0.624143125972304,S,3
NC.21,2019-01-01T00:00:13.777,0.7152741226253579,P,3
NC.21,2019-01-01T00:00:23.6,0.7414376524840236,S,3
NC.22,2019-01-01T00:00:09.105,0.8815804450792444,P,3
NC.22,2019-01-01T00:00:15.589,0.7170997639768837,S,3
NC.23,2019-01-01T00:00:07.256,0.9983943414617289,P,3
NC.23,2019-01-01T00:00:12.422,0.7382204590015543,S,3
NC.24,2019-01-01T00:00:12.091,0.898628449827893,P,3
NC.24,2019-01-01T00:00:20.711,0.8500351210105233,S,3
NC.25,2019-01-01T00:00:03.179,0.8056631223188011,P,3
NC.25,2019-01-01T00:00:05.444,0.549476983256415,S,3
NC.26,2019-01-01T00:00:08.454,0.9776203070716867,P,3
NC.26,2019-01-01T00:00:14.483,0.5656779488840509,S,3
NC.27,2019-01-01T00:00:06.475,0.9263293454561777,P,3
NC.27,2019-01-01T00:00:11.09,0.968295108234799,S,3
NC.28,2019-01-01T00:00:18.341,0.9308144199847683,P,3
NC.28,2019-01-01T00:00:31.417,0.7169507552367391,S,3
NC.29,2019-01-01T00:00:16.928,0.5436398909920983,P,3
NC.29,2019-01-01T00:00:28.999,0.5601812720240384,S,3
NC.30,2019-01-01T00:00:12.675,0.7382749459657633,P,3
NC.30,2019-01-01T00:00:21.714,0.504488843291109,S,3
NC.31,2019-01-01T00:00:05.583,0.9466906170298545,P,3
NC.31,2019-01-01T00:00:09.56,0.7504832410314735,S,3
NC.32,2019-01-01T00:00:18.897,0.9706994823557629,P,3
NC.32,2019-01-01T00:00:32.356,0.9602487969523745,S,3
NC.33,2019-01-01T00:00:05.212,0.7990333723852892,P,3
NC.33,2019-01-01T00:00:08.926,0.7676918711272608,S,3
NC.34,2019-01-01T00:00:05.151,0.7339914363777724,P,3
NC.34,2019-01-01T00:00:08.823,0.5403031740728161,S,3
NC.35,2019-01-01T00:00:11.662,0.8221761932061316,P,3
NC.35,2019-01-01T00:00:19.97,0.9268259046522223,S,3
NC.36,2019-01-01T00:00:08.347,0.5962630947250301,P,3
NC.36,2019-01-01T00:00:14.301,0.6221603198899626,S,3
NC.37,2019-01-01T00:00:07.17,0.7668242042992257,P,3
NC.37,2019-01-01T00:00:12.276,0.8175085156900137,S,3
NC.38,2019-01-01T00:00:12.457,0.6565983517912943,P,3
NC.38,2019-01-01T00:00:21.326,0.9757543677765241,S,3
NC.39,2019-01-01T00:00:13.3,0.8599144824773252,P,3
NC.39,2019-01-01T00:00:22.783,0.6544235246007293,S,3
NC.40,2019-01-01T00:00:20.788,0.8368930032062047,P,3
NC.40,2019-01-01T00:00:35.595,0.9418529172021151,S,3
NC.41,2019-01-01T00:00:03.616,0.8032414831785584,P,3
NC.41,2019-01-01T00:00:06.192,0.6769246756124269,S,3
NC.42,2019-01-01T00:00:04.99,0.8911998507536402,P,3
NC.42,2019-01-01T00:00:08.55,0.8667619865374667,S,3
NC.43,2019-01-01T00:00:06.982,0.595095496331543,P,3
NC.43,2019-01-01T00:00:11.953,0.6606962948246367,S,3
NC.44,2019-01-01T00:00:17.712,0.5240673216398599,P,3
NC.44,2019-01-01T00:00:30.333,0.9621548432223976,S,3
NC.45,2019-01-01T00:00:05.661,0.7191755529107311,P,3
NC.45,2019-01-01T00:00:09.692,0.6561819764076224,S,3
NC.46,2019-01-01T00:00:14.087,0.7842234293481103,P,3
NC.46,2019-01-01T00:00:24.123,0.8383649463663391,S,3
NC.47,2019-01-01T00:00:13.88,0.9548148625126051,P,3
NC.47,2019-01-01T00:00:23.766,0.5871494874974641,S,3
NC.48,2019-01-01T00:00:15.016,0.7343350958506304,P,3
NC.48,2019-01-01T00:00:25.718,0.6340538676452003,S,3
NC.49,2019-01-01T00:00:17.778,0.8656017139332353,P,3
NC.49,2019-01-01T00:00:30.442,0.9863260742486286,S,3
NC.50,2019-01-01T00:00:02.515,0.7028426516320279,P,3
NC.50,2019-01-01T00:00:04.31,0.9919288483715897,S,3
NC.01,2019-01-01T00:00:09.449,0.7192942456425744,P,4
NC.01,2019-01-01T00:00:16.186,0.9118669920270112,S,4
NC.02,2019-01-01T00:00:06.992,0.8372904939223913,P,4
NC.02,2019-01-01T00:00:11.98,0.5424890832430584,S,4
NC.03,2019-01-01T00:00:01.729,0.5989741151103457,P,4
NC.03,2019-01-01T00:00:02.96,0.8635851421878546,S,4
NC.04,2019-01-01T00:00:07.836,0.6490191753820036,P,4
NC.04,2019-01-01T00:00:13.428,0.7790697323694373,S,4
NC.05,2019-01-01T00:00:08.172,0.7782677810704532,P,4
NC.05,2019-01-01T00:00:14.009,0.820166668342363,S,4
NC.06,2019-01-01T00:00:03.884,0.8809179398285621,P,4
NC.06,2019-01-01T00:00:06.658,0.7655815352375238,S,4
NC.07,2019-01-01T00:00:14.155,0.6425434098985983,P,4
NC.07,2019-01-01T00:00:24.236,0.7690489223568943,S,4
NC.08,2019-01-01T00:00:15.602,0.8752871327420138,P,4
NC.08,2019-01-01T00:00:26.726,0.8061648511252442,S,4
NC.09,2019-01-01T00:00:13.976,0.848424176673824,P,4
NC.09,2019-01-01T00:00:23.952,0.809826651633327,S,4
NC.10,2019-01-01T00:00:08.607,0.8937309091544459,P,4
NC.10,2019-01-01T00:00:14.749,0.7821775912595765,S,4
NC.11,2019-01-01T00:00:13.9,0.9192782929479084,P,4
NC.11,2019-01-01T00:00:23.811,0.7542350372957478,S,4
NC.12,2019-01-01T00:00:13.812,0.8351883872801432,P,4
NC.12,2019-01-01T00:00:23.671,0.7959315364911628,S,4
NC.13,2019-01-01T00:00:15.788,0.6802890622335853,P,4
NC.13,2019-01-01T00:00:27.061,0.8255318166488452,S,4
NC.14,2019-01-01T00:00:17.222,0.6951133104376143,P,4
NC.14,2019-01-01T00:00:29.514,0.5608849491510484,S,4
NC.15,2019-01-01T00:00:04.832,0.6203392887664594,P,4
NC.15,2019-01-01T00:00:08.283,0.8575626408371759,S,4
NC.16,2019-01-01T00:00:14.302,0.6367847358359277,P,4
NC.16,2019-01-01T00:00:24.509,0.8757327660922684,S,4
NC.17,2019-01-01T00:00:06.07,0.7882282172224573,P,4
NC.17,2019-01-01T00:00:10.413,0.7157700575746958,S,4
NC.18,2019-01-01T00:00:02.415,0.8388472128018463,P,4
NC.18,2019-01-01T00:00:04.137,0.9473794709537253,S,4
NC.19,2019-01-01T00:00:10.09,0.6805695507835201,P,4
NC.19,2019-01-01T00:00:17.287,0.8509998258924135,S,4
NC.20,2019-01-01T00:00:10.6,0.6870388959227869,P,4
NC.20,2019-01-01T00:00:18.17,0.7958740904994182,S,4
NC.21,2019-01-01T00:00:13.544,0.8403242970905684,P,4
NC.21,2019-01-01T00:00:23.213,0.970081837034273,S,4
NC.22,2019-01-01T00:00:11.101,0.5252208295610399,P,4
NC.22,2019-01-01T00:00:19.009,0.6144301654436011,S,4
NC.23,2019-01-01T00:00:08.741,0.7112401162328694,P,4
NC.23,2019-01-01T00:00:14.984,0.8896964705282295,S,4
NC.24,2019-01-01T00:00:18.438,0.7761596476808845,P,4
NC.24,2019-01-01T00:00:31.583,0.8960340823821391,S,4
NC.25,2019-01-01T00:00:13.369,0.6991773816899411,P,4
NC.25,2019-01-01T00:00:22.911,0.9685710177482685,S,4
NC.26,2019-01-01T00:00:12.474,0.591928319306152,P,4
NC.26,2019-01-01T00:00:21.366,0.6099064847698081,S,4
NC.27,2019-01-01T00:00:10.383,0.8135867612197103,P,4
NC.27,2019-01-01T00:00:17.801,0.8182578632888544,S,4
NC.28,2019-01-01T00:00:13.149,0.9369001755499111,P,4
NC.28,2019-01-01T00:00:22.515,0.6822404211264346,S,4
NC.29,2019-01-01T00:00:05.587,0.9593592424610287,P,4
NC.29,2019-01-01T00:00:09.576,0.9824795962646529,S,4
NC.30,2019-01-01T00:00:06.263,0.8177505145348991,P,4
NC.30,2019-01-01T00:00:10.733,0.553363825496602,S,4
NC.31,2019-01-01T00:00:10.663,0.905958478931643,P,4
NC.31,2019-01-01T00:00:18.269,0.6141970547702671,S,4
NC.32,2019-01-01T00:00:13.011,0.9063824566692134,P,4
NC.32,2019-01-01T00:00:22.294,0.856799581963289,S,4
NC.33,2019-01-01T00:00:11.016,0.6990997914384113,P,4
NC.33,2019-01-01T00:00:18.881,0.7232491321404855,S,4
NC.34,2019-01-01T00:00:13.965,0.7185381923409735,P,4
NC.34,2019-01-01T00:00:23.936,0.9133042629195642,S,4
NC.35,2019-01-01T00:00:14.87,0.8050136264535059,P,4
NC.35,2019-01-01T00:00:25.475,0.6829193702158198,S,4
NC.36,2019-01-01T00:00:18.588,0.9916793980373664,P,4
NC.36,2019-01-01T00:00:31.849,0.807046482916561,S,4
NC.37,2019-01-01T00:00:11.744,0.9489458886486374,P,4
NC.37,2019-01-01T00:00:20.122,0.6840644799132318,S,4
NC.38,2019-01-01T00:00:03.899,0.8219673512427175,P,4
NC.38,2019-01-01T00:00:06.678,0.7224861713794037,S,4
NC.39,2019-01-01T00:00:18.634,0.6572815480744578,P,4
NC.39,2019-01-01T00:00:31.919,0.6901403441678029,S,4
NC.40,2019-01-01T00:00:14.532,0.8262134406887622,P,4
NC.40,2019-01-01T00:00:24.906,0.5294323361767399,S,4
NC.41,2019-01-01T00:00:16.614,0.8334500143252515,P,4
NC.41,2019-01-01T00:00:28.477,0.7820121740389084,S,4
NC.42,2019-01-01T00:00:11.523,0.9089441960641524,P,4
NC.42,2019-01-01T00:00:19.751,0.6627096094879679,S,4
NC.43,2019-01-01T00:00:09.262,0.9108481368838244,P,4
NC.43,2019-01-01T00:00:15.883,0.7539136198376282,S,4
NC.44,2019-01-01T00:00:06.839,0.7777512394718565,P,4
NC.44,2019-01-01T00:00:11.721,0.7730613324528537,S,4
NC.45,2019-01-01T00:00:10.417,0.9718914196475634,P,4
NC.45,2019-01-01T00:00:17.862,0.6854191908724373,S,4
NC.46,2019-01-01T00:00:01.704,0.5301829251171895,P,4
NC.46,2019-01-01T00:00:02.926,0.5014948272682765,S,4
NC.47,2019-01-01T00:00:15.223,0.730963850561135,P,4
NC.47,2019-01-01T00:00:26.087,0.8488620757436505,S,4
NC.48,2019-01-01T00:00:05.515,0.6662945584781076,P,4
NC.48,2019-01-01T00:00:09.444,0.6605876820160912,S,4
NC.49,2019-01-01T00:00:06.409,0.5751852141669904,P,4
NC.49,2019-01-01T00:00:10.981,0.9446049098858963,S,4
NC.50,2019-01-01T00:00:16.145,0.6299919995542487,P,4
NC.50,2019-01-01T00:00:27.668,0.9215315369142871,S,4
NC.01,2019-01-01T00:00:09.507,0.5264839994042978,P,5
NC.01,2019-01-01T00:00:16.291,0.8142433234899495,S,5
NC.02,2019-01-01T00:00:04.151,0.9770510431872392,P,5
NC.02,2019-01-01T00:00:07.125,0.9285444438793611,S,5
NC.03,2019-01-01T00:00:09.019,0.6264076955104401,P,5
NC.03,2019-01-01T00:00:15.446,0.5783934797890202,S,5
NC.04,2019-01-01T00:00:05.859,0.7434284180144595,P,5
NC.04,2019-01-01T00:00:10.035,0.8275547831683678,S,5
NC.05,2019-01-01T00:00:01.914,0.6139772374599476,P,5
NC.05,2019-01-01T00:00:03.278,0.9279590208491756,S,5
NC.06,2019-01-01T00:00:05.948,0.7873362581586064,P,5
NC.06,2019-01-01T00:00:10.194,0.7581861309515251,S,5
NC.07,2019-01-01T00:00:11.441,0.921046943213315,P,5
NC.07,2019-01-01T00:00:19.6,0.8642328190483515,S,5
NC.08,2019-01-01T00:00:19.039,0.6340213884968182,P,5
NC.08,2019-01-01T00:00:32.605,0.7722069115331025,S,5
NC.09,2019-01-01T00:00:07.319,0.8514037406787895,P,5
NC.09,2019-01-01T00:00:12.541,0.9057255736140324,S,5
NC.10,2019-01-01T00:00:05.36,0.6600952723042077,P,5
NC.10,2019-01-01T00:00:09.187,0.7365854202120121,S,5
NC.11,2019-01-01T00:00:05.664,0.8330711116032459,P,5
NC.11,2019-01-01T00:00:09.712,0.8680657669292632,S,5
NC.12,2019-01-01T00:00:06.251,0.8576110401388443,P,5
NC.12,2019-01-01T00:00:10.704,0.5468290191738165,S,5
